Employee,Employee ID CP,Employee Full Name,Employee First Name,Employee Last Name,Employee User ID,Employee Email Id,Employment Status,Employee Group,Personnel Subarea,Building,Job Family,Job Sub Family,HR Business Sub Group,Function,Sub Function,Function Unit,Local Type,Business Location,Position,Specialization,Supervisor Legal Name
1000491,40170491,Sadia Ferdous,Sadia,Ferdous,BdFerdousSa,Labonno.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000492,40170492,Karim Ferdous,Karim,Ferdous,BdFerdousKa,Afsana.Akhter1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000493,40170493,Rahim Farooq,Rahim,Farooq,BdFarooqRa,Morshed.Alam2@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Senior Operation Analyst-Qa,Manufacturing Quality Assurance,Kashif
1000494,40170494,Omar Kabir,Omar,Kabir,BdKabirOm,Ummey.Habiba@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Key Institution Area Nutrition Offic,Med Rep Specialty Pract&Phys (Lifesci),Sheikh
1000495,40170495,Omar Shah,Omar,Shah,BdShahOm,Nurul.Khan@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Debashis
1000496,40170496,Sakib Biswas,Sakib,Biswas,BdBiswasSa,Mozahidul.Biswas@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Sr. Key Institution Area Nutrition Offic,Med Rep Specialty Pract&Phys (Lifesci),Kapil
1000497,40170497,Arman Naser,Arman,Naser,BdNaserAr,Noor.Jahan@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Kapil
1000498,40170498,Zara Miah,Zara,Miah,BdMiahZa,Babul.Hossaen@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Operation (Level-2),Plant Infrastructure Technician,Aisha Hasan.
1000499,40170499,Karim Sikder,Karim,Sikder,BdSikderKa,Samir.Biswas@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Sub Assistant Engineer Mechanical (Level,Manuf Mechanical Equipment Technicn,Aisha Hasan.
1000500,40170500,Nadia Sultana,Nadia,Sultana,BdSultanaNa,Mdshohel.Rana@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Production Executive,Manufacturing Packaging,Rafi Ferdous
1000501,40170501,Rafi Chowdhury,Rafi,Chowdhury,BdChowdhuryRa,Mahfujur.Rahman1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Tech. Product Development/Research Oper.,Not Assigned,Operations,Technical,Application Group,Factory,Not Assigned,Manager-Application Group,Material & Recipe Manager,Md. Abul
1000502,40170502,Lina Hossain,Lina,Hossain,BdHossainLi,Nasif.Shahed@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Customer Management,Field Employee,Not Assigned,Executive - Minimart,General Field Sales,Samantha
1000503,40170503,Mahin Sikder,Mahin,Sikder,BdSikderMa,Mohammad.Rahman@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Executive - Quality Assurance,Good Man. Practices (Gmp)(Life Sciences),Kashif
1000504,40170504,Jannat Sheikh,Jannat,Sheikh,BdSheikhJa,Mdariful.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000505,40170505,Omar Sikder,Omar,Sikder,BdSikderOm,Khairul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000506,40170506,Imran Ahmed,Imran,Ahmed,BdAhmedIm,Rasel.Morol@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Associate (Level-2),Materials Handling,Rafi Ferdous
1000507,40170507,Sakib Talukder,Sakib,Talukder,BdTalukderSa,Sajib.Nath@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000508,40170508,Jannat Sikder,Jannat,Sikder,BdSikderJa,Mdnadim.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000509,40170509,Mahin Miah,Mahin,Miah,BdMiahMa,Mdsabbir.Ahmed@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000510,40170510,Nabil Miah,Nabil,Miah,BdMiahNa,Mdhossain.Ali@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000511,40170511,Maliha Biswas,Maliha,Biswas,BdBiswasMa,Durjoy.Shorma@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000512,40170512,Mahin Shah,Mahin,Shah,BdShahMa,Sujon.Sarcar@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000513,40170513,Sadia Shah,Sadia,Shah,BdShahSa,Dipa.Rani@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000514,40170514,Rafi Khan,Rafi,Khan,BdKhanRa,Raqibul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000515,40170515,Elita Khan,Elita,Khan,BdKhanEl,Sudip.Das@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000516,40170516,Nabil Sardar,Nabil,Sardar,BdSardarNa,Liton.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000517,40170517,Nabil Hasan,Nabil,Hasan,BdHasanNa,Abul.Kalam1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000518,40170518,Rafi Chowdhury,Rafi,Chowdhury,BdChowdhuryRa,Biddut.Halder@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000519,40170519,Tanvir Hossain,Tanvir,Hossain,BdHossainTa,Alok.Barua@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000520,40170520,Elita Sheikh,Elita,Sheikh,BdSheikhEl,Selima.Khatun@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000521,40170521,Rahim Shah,Rahim,Shah,BdShahRa,Sabina.Begum@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000522,40170522,Nabil Hasan,Nabil,Hasan,BdHasanNa,Mahamudul.Maruf@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000523,40170523,Omar Rahman,Omar,Rahman,BdRahmanOm,Mdkabir.Hoshen@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000524,40170524,Farah Talukder,Farah,Talukder,BdTalukderFa,Tapash.Biswas@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000525,40170525,Karim Miah,Karim,Miah,BdMiahKa,Ibrahim.Khalil1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Qa Associate (Level -4),Manufacturing Quality Assurance,Kashif
1000526,40170526,Rafi Bhuiyan,Rafi,Bhuiyan,BdBhuiyanRa,Mddelowar.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000527,40170527,Zara Ahmed,Zara,Ahmed,BdAhmedZa,Sharmin.Akter1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000528,40170528,Imran Rahman,Imran,Rahman,BdRahmanIm,Sharmin.Akter2@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000529,40170529,Maliha Rahman,Maliha,Rahman,BdRahmanMa,Muslima.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000530,40170530,Farah Ahmed,Farah,Ahmed,BdAhmedFa,Deloar.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000531,40170531,Arman Ahmed,Arman,Ahmed,BdAhmedAr,Mdbahauddin.Zia@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000532,40170532,Omar Ferdous,Omar,Ferdous,BdFerdousOm,Swapon.Das@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000533,40170533,Maliha Islam,Maliha,Islam,BdIslamMa,Mdmasum.Billah@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Qa Associate (Level -4),Manufacturing Packaging,Kashif
1000534,40170534,Jannat Chowdhury,Jannat,Chowdhury,BdChowdhuryJa,Rinku.Rozario@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000535,40170535,Elita Sheikh,Elita,Sheikh,BdSheikhEl,Mdkawsar.Hossain1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000536,40170536,Hasan Hossain,Hasan,Hossain,BdHossainHa,Nazrul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000537,40170537,Elita Ahmed,Elita,Ahmed,BdAhmedEl,Aleya.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000538,40170538,Tanvir Hasan,Tanvir,Hasan,BdHasanTa,Mdzahidul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000539,40170539,Nabil Naser,Nabil,Naser,BdNaserNa,Khokon.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000540,40170540,Karim Chowdhury,Karim,Chowdhury,BdChowdhuryKa,Kamrul.Islam1@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Product Marketing & Management,Food,Marketing & Sales,Marketing,Brand Management,Office,Food Dhaka Head Office,Brand Manager - Soup,Product Marketing & Management,Khondakar Ashikur
1000541,40170541,Rafi Hasan,Rafi,Hasan,BdHasanRa,Enayet.Ullah@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Area Sales Executive,General Field Sales,Shahriar Mahmood
1000542,40170542,Sakib Ferdous,Sakib,Ferdous,BdFerdousSa,Amabusayem.Malik@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Not Assigned,Operations,Technical,Quality Management,Factory,Not Assigned,Manager - Quality Assurance,Good Man. Practices (Gmp)(Life Sciences),Kashif
1000543,40170543,Zara Naser,Zara,Naser,BdNaserZa,Raisul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Not Assigned,Operations,Technical,Manufacturing,Factory,Not Assigned,Manager - Production Foods,Manufacturing Packaging,Rafi Ferdous
1000544,40170544,Maliha Hossain,Maliha,Hossain,BdHossainMa,Sagar.Biswas@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Finance,Financial Control,Finance & Control,Finance & Control,Decision Support,Ds For Sales Copilot,Office,Food Dhaka Head Office,Business Analyst - Commercial Control,Business Unit Control,Mohammad
1000545,40170545,Sadia Chowdhury,Sadia,Chowdhury,BdChowdhurySa,Shahnaz.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000546,40170546,Arman Rahman,Arman,Rahman,BdRahmanAr,Bibi.Fatema@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000547,40170547,Imran Chowdhury,Imran,Chowdhury,BdChowdhuryIm,Mdasaduzzaman.Noor@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000548,40170548,Nabil Hasan,Nabil,Hasan,BdHasanNa,Mdsazib.Molla@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000549,40170549,Arman Hossain,Arman,Hossain,BdHossainAr,Mamtaj.Mitu@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000550,40170550,Jannat Ahmed,Jannat,Ahmed,BdAhmedJa,Nargis.Akter1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000551,40170551,Mahin Hossain,Mahin,Hossain,BdHossainMa,Alamgir.Hossain1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000552,40170552,Tanvir Shah,Tanvir,Shah,BdShahTa,Rafiqul.Islam3@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,Logistics,Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Associate  (Level-3),General Logistics Operations,Sanjit
1000553,40170553,Nadia Ahmed,Nadia,Ahmed,BdAhmedNa,Roksana.Begum@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000554,40170554,Zara Miah,Zara,Miah,BdMiahZa,Razadul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000555,40170555,Nabil Miah,Nabil,Miah,BdMiahNa,Mdnazrul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000556,40170556,Karim Shah,Karim,Shah,BdShahKa,Nazma.Begum1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000557,40170557,Mahin Biswas,Mahin,Biswas,BdBiswasMa,Nayem.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,"Administration, Facilities & Secretarial",Administration & Secretarial,Technical & Production,General Services,Facility&Services Management,Facility Management,Factory,Food Gazipur Factory,Office Associate,General Office Administration Support,Dewan Tanvir
1000558,40170558,Lina Biswas,Lina,Biswas,BdBiswasLi,Morhseda@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000559,40170559,Aisha Kabir,Aisha,Kabir,BdKabirAi,Latifa.Liya@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000560,40170560,Rafi Hossain,Rafi,Hossain,BdHossainRa,Md.Shamim@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000561,40170561,Jannat Kabir,Jannat,Kabir,BdKabirJa,Kamrun.Nahar@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000562,40170562,Nabil Hossain,Nabil,Hossain,BdHossainNa,Anwar.Khan@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000563,40170563,Karim Ferdous,Karim,Ferdous,BdFerdousKa,Sharmin.Eti@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000564,40170564,Rafi Shah,Rafi,Shah,BdShahRa,Siam.Rahman@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000565,40170565,Tanvir Talukder,Tanvir,Talukder,BdTalukderTa,Nurunnahar.Nupur@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000566,40170566,Imran Rahman,Imran,Rahman,BdRahmanIm,Milon.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Qa Associate (Level -3),Manufacturing Quality Assurance,Kashif
